LATITUD,LONGITUD
25.70429963,-100.4518564
25.69862874,-100.4497601
25.7007017,-100.4461661
25.699151,-100.4424906
25.70214891,-100.4522839
25.70013428,-100.4543065
25.69909138,-100.4542505
25.69704715,-100.4524244
25.69527175,-100.4426026
25.69489985,-100.4482842
25.7064006,-100.5104011
25.70555026,-100.5106308
25.70548686,-100.509624
25.7022168,-100.5105153
25.70250497,-100.5097828
25.70281916,-100.5092563
25.70714494,-100.51117
25.70589512,-100.5096072
25.70512642,-100.5093393
25.69548401,-100.4410184
25.69946467,-100.4345074
25.69292148,-100.4377188
25.69021207,-100.4412141
25.69123819,-100.4373381
25.68839526,-100.4428347
25.68673026,-100.4402257
25.69069507,-100.4390289
25.68667455,-100.4434596
25.70122681,-100.5084725
25.70226532,-100.5078054
25.70305034,-100.5075477
25.70344194,-100.5079888
25.68721108,-100.4427898
25.70685839,-100.5101979
25.70541183,-100.5060219
25.70477127,-100.5046248
25.70583719,-100.5067137
25.70501887,-100.5075231
25.70489777,-100.5073632
25.70456595,-100.5069029
25.70423646,-100.5073314
25.70501388,-100.5058345
25.70357293,-100.5048513
25.70415828,-100.5054476
25.70326236,-100.5056517
25.70354275,-100.5065584
25.69399361,-100.4653172
25.67790094,-100.4622947
25.68172723,-100.4634678
25.67956684,-100.4897419
25.6796949,-100.4880562
25.67512514,-100.4806297
25.67987573,-100.4856074
25.67994748,-100.4859139
25.68009245,-100.4863979
25.68078995,-100.4858612
25.67450077,-100.4818651
25.67451105,-100.4801773
25.67483656,-100.4797106
25.67607177,-100.4809125
25.6761467,-100.4797163
25.68128346,-100.4651464
25.68094659,-100.4884661
25.67397527,-100.481612
25.67380581,-100.4810438
25.69357925,-100.4663696
25.69461806,-100.4653291
25.6835705,-100.4655679
25.67870365,-100.4652998
25.70747127,-100.4609771
25.69314748,-100.4686173
25.70184634,-100.4640889
25.70694839,-100.4622794
25.70248544,-100.46464
25.70686198,-100.4579625
25.70463271,-100.5011692
25.69983139,-100.5049349
25.69488572,-100.5001514
25.7038498,-100.5037881
25.70320729,-100.5033226
25.70220239,-100.5035225
25.70283907,-100.5020005
25.6954856,-100.4983776
25.6922006,-100.489806
25.70631134,-100.5020252
25.70091651,-100.5051567
25.70060456,-100.5035271
25.7033215,-100.4602188
25.70118992,-100.4583041
25.70462893,-100.4562919
25.70111421,-100.4596937
25.67428579,-100.4780173
25.69597562,-100.4294815
25.68920204,-100.4353842
25.68639381,-100.4316883
25.6888984,-100.4346423
25.68878238,-100.4337659
25.68832455,-100.4327558
25.68713078,-100.4357749
25.67267545,-100.4740092
25.67286022,-100.4732643
25.67355174,-100.4743204
25.6688549,-100.4696539
25.68164568,-100.4239761
25.68068318,-100.4284312
25.68236718,-100.4295763
25.67984422,-100.4262655
25.68423666,-100.4299328
25.67874248,-100.4186012
25.66695224,-100.4320264
25.6656989,-100.4324657
25.67159498,-100.4230271
25.66844538,-100.4236331
25.66842218,-100.4643588
25.67181828,-100.4633089
25.66922092,-100.4660701
25.66693004,-100.4610553
25.66591807,-100.4541598
25.66944247,-100.4644309
25.66663603,-100.4651406
25.66891143,-100.4599809
25.66912282,-100.4573283
25.67076102,-100.4254106
25.69425833,-100.4934537
25.68174972,-100.4816963
25.68205913,-100.4812633
25.6773145,-100.4695714
25.6898768,-100.4171574
25.6914669,-100.4272264
25.69080712,-100.4170899
25.68928105,-100.4222362
25.69258531,-100.4556464
25.697081,-100.4586823
25.6931896,-100.4567997
25.69849079,-100.4574755
25.69886337,-100.4573901
25.69782932,-100.4587377
25.69718411,-100.4583826
25.69747851,-100.4594264
25.69385546,-100.4948149
25.6933159,-100.4950599
25.68168712,-100.4788912
25.68159078,-100.4803107
25.67779284,-100.4694272
25.694455,-100.495172
25.68237432,-100.4183971
25.68266281,-100.4229915
25.68288247,-100.4190223
25.68708061,-100.4210869
25.68356852,-100.4251639
25.68764074,-100.4282036
25.68330636,-100.4152839
25.68545612,-100.4256063
25.68695179,-100.4270756
25.68759807,-100.4458848
25.68720614,-100.4451628
25.69035284,-100.447832
25.69118789,-100.4489921
25.66256206,-100.4342246
25.66207083,-100.4343376
25.66536547,-100.4376631
25.66426602,-100.4368959
25.66282698,-100.4563429
25.69449212,-100.4907481
25.69205774,-100.4526612
25.69449212,-100.4907481
25.69449212,-100.4907481
25.68366643,-100.4184786
25.69244924,-100.4480426
25.69299159,-100.4474561
25.69119216,-100.4474244
25.67695852,-100.4940994
25.67664473,-100.493395
25.67761226,-100.4955534
25.69449212,-100.4907481
25.6819341,-100.4975404
25.69449212,-100.4907481
25.68416111,-100.4964574
25.70452048,-100.4523272
25.69876037,-100.4497862
25.7032143,-100.4530872
25.69554033,-100.449152
25.6978462,-100.4509168
25.69380799,-100.4457626
25.69653821,-100.4479931
25.6993597,-100.4547929
25.67442157,-100.4812921
25.67516982,-100.4809984
25.6763565,-100.481661
25.67769116,-100.4804599
25.69783095,-100.4541488
25.69772711,-100.4517792
25.69273325,-100.4440798
25.69425679,-100.4461227
25.69315938,-100.4454016
25.67877,-100.4862117
25.69982069,-100.4352298
25.69921524,-100.4362639
25.68922118,-100.4415512
25.69836777,-100.4360893
25.68986568,-100.4406065
25.69067781,-100.4414395
25.69085876,-100.4408064
25.68629024,-100.4435376
25.70372948,-100.5100179
25.70922192,-100.5083447
25.70814101,-100.5072878
25.70730164,-100.5064105
25.70672773,-100.5069324
25.67930186,-100.4633801
25.69203739,-100.4652642
25.69346578,-100.4669935
25.69194556,-100.4611601
25.68923513,-100.457476
25.69041243,-100.4615847
25.6907708,-100.4595653
25.70344667,-100.5076629
25.70182566,-100.5032651
25.68186511,-100.4306658
25.70150151,-100.5035856
25.7009858,-100.5038542
25.68287518,-100.4298084
25.70271985,-100.5038636
25.68274331,-100.4398936
25.68383983,-100.4295106
25.68184525,-100.4392015
25.68188001,-100.4274333
25.70381322,-100.5033272
25.70266409,-100.5046496
25.70348113,-100.5042231
25.69649482,-100.4301609
25.67157562,-100.4757507
25.6932513,-100.4285019
25.67101805,-100.4765494
25.6881823,-100.4367494
25.69248287,-100.4277221
25.67158861,-100.4765718
25.67242759,-100.4771108
25.69091963,-100.4286295
25.68703285,-100.4371513
25.67197845,-100.4772306
25.69145995,-100.4305985
25.68672635,-100.4383722
25.68920801,-100.4311155
25.6870512,-100.4358218
25.6718265,-100.4732996
25.67166923,-100.4732171
25.67251745,-100.4727735
25.70611679,-100.4629344
25.70686488,-100.459227
25.70798661,-100.4618225
25.7040275,-100.463013
25.70268687,-100.4624335
25.70288772,-100.464331
25.7037169,-100.4593618
25.70201487,-100.4614805
25.69284662,-100.4958109
25.69318059,-100.4950149
25.69368713,-100.4960636
25.69420651,-100.4939495
25.69450575,-100.4957114
25.69444453,-100.4925203
25.69259689,-100.4932483
25.69403688,-100.4917017
25.66705348,-100.4666878
25.66720167,-100.4621585
25.667371,-100.4610754
25.66712475,-100.4631034
25.66878037,-100.4646589
25.66629375,-100.4630693
25.66616319,-100.4613383
25.66847077,-100.4607808
25.66869412,-100.4287217
25.66888814,-100.4280695
25.67018363,-100.4275151
25.68925231,-100.4260031
25.68924697,-100.4250136
25.68973471,-100.4252282
25.69047164,-100.4249495
25.69509469,-100.4560176
25.69502315,-100.4570859
25.68516641,-100.505696
25.68468544,-100.4974126
25.68601168,-100.4978421
25.68194336,-100.4998723
25.68626395,-100.503263
25.66372369,-100.4603215
25.66298188,-100.459674
25.66100749,-100.4555213
25.65828983,-100.4547985
25.6708525,-100.4570958
25.67225216,-100.459208
25.67138554,-100.4558346
25.66392001,-100.4378033
25.66424972,-100.4369803
25.67209278,-100.4540904
25.66588369,-100.436088
25.68749924,-100.4212441
25.68674813,-100.4200397
25.68700303,-100.424785
25.68579987,-100.4180478
25.68549877,-100.4194606
25.68740861,-100.4270785
25.68785846,-100.4469606
25.68783499,-100.4461267
25.69116166,-100.4428397
25.68934213,-100.4450394
25.68984935,-100.446832
25.68925888,-100.4463399
25.68682922,-100.4444776
25.70014167,-100.4344144
25.69248809,-100.4371536
25.69885608,-100.4349227
25.69241868,-100.4379614
25.69914359,-100.4361747
25.69229559,-100.4401872
25.69934924,-100.440145
25.69918995,-100.4465416
25.69998348,-100.4426402
25.69812948,-100.447039
25.69740862,-100.4409624
25.69887995,-100.447251
25.68738889,-100.4555212
25.68768583,-100.4561238
25.69000177,-100.4589492
25.69050257,-100.4611833
25.6902965,-100.4614313
25.69032299,-100.4575232
25.68094258,-100.4850126
25.68322285,-100.4881816
25.67633816,-100.4864654
25.67723703,-100.4866639
25.67725775,-100.4877807
25.70167493,-100.5086609
25.70537939,-100.5078854
25.703592,-100.5091847
25.70707513,-100.5097464
25.70343037,-100.5073635
25.69729186,-100.4299087
25.68671558,-100.4346123
25.68575237,-100.4355706
25.69135963,-100.4283081
25.68704414,-100.4368335
25.70307592,-100.456024
25.70423213,-100.4564566
25.70273384,-100.4577556
25.70284081,-100.458246
25.70329277,-100.4580722
25.68698303,-100.448617
25.68155189,-100.4449155
25.68230794,-100.4433132
25.68560071,-100.4466321
25.67190324,-100.4784629
25.67208454,-100.477788
25.67155313,-100.4758122
25.70696679,-100.5032853
25.70621597,-100.5025734
25.70595955,-100.5021316
25.70694419,-100.502583
25.70480119,-100.5016804
25.70291266,-100.5036252
25.70313761,-100.5039779
25.67574475,-100.4758136
25.66922308,-100.4589981
25.66909064,-100.4572212
25.66614525,-100.4637438
25.66718171,-100.4633886
25.66857374,-100.4562016
25.67853821,-100.4739942
25.67791191,-100.4672969
25.67783104,-100.4733642
25.67749389,-100.4740559
25.68256716,-100.4669246
25.67757021,-100.4722607
25.67765209,-100.471347
25.69809114,-100.4576018
25.69625752,-100.4593916
25.69782914,-100.4615934
25.69496357,-100.4592833
25.69762238,-100.4619446
25.69694793,-100.4624542
25.69281067,-100.4251262
25.69200305,-100.4242981
25.69088138,-100.4258331
25.69237066,-100.4269886
25.69208774,-100.4236694
25.69033877,-100.4256398
25.69179815,-100.4268284
25.68988738,-100.4255613
25.66981675,-100.4314651
25.66964637,-100.4311457
25.6659544,-100.4333128
25.66881026,-100.4312889
25.66746188,-100.4324632
25.66726286,-100.4317216
25.66486204,-100.4604531
25.66434064,-100.4599543
25.66209706,-100.4613333
25.66160534,-100.4589148
25.6626792,-100.462309
25.66322282,-100.4604549
25.66321834,-100.4623791
25.66388307,-100.462625
25.67318032,-100.4533068
25.671636,-100.456163
25.67184838,-100.4590715
25.6714009,-100.4568394
25.67148493,-100.4580424
25.6720001,-100.4547814
25.67125278,-100.4596151
25.6713068,-100.4546022
25.67187102,-100.461332
25.67542562,-100.4943946
25.67580616,-100.4940465
25.67786821,-100.4964656
25.67838746,-100.4971707
25.68185406,-100.4968789
25.67716962,-100.4935241
25.69085357,-100.448636
25.69107173,-100.4445066
25.6888284,-100.4436817
25.69135352,-100.4472218
25.69164666,-100.4438373
25.68766434,-100.4439962
25.69112874,-100.4437155
25.69097051,-100.4433627
25.68516137,-100.4223176
25.68470997,-100.4214378
25.68397582,-100.4181876
25.68426127,-100.4215879
25.6947588,-100.4666518
25.69411712,-100.4652773
25.69225302,-100.4610844
25.69072985,-100.458407
25.68969524,-100.4573307
25.67662944,-100.4785495
25.67777289,-100.4811197
25.67639258,-100.4793398
25.67581916,-100.4788116
25.67781257,-100.4860398
25.67560093,-100.4794095
25.678652,-100.4859514
25.67901741,-100.4860825
25.70118827,-100.5077641
25.7057586,-100.5089436
25.70506908,-100.5094187
25.70147125,-100.5070174
25.70791021,-100.5089306
25.70794754,-100.506425
25.69892072,-100.4554778
25.69844381,-100.4554852
25.69683438,-100.450703
25.6973585,-100.4508177
25.6934002,-100.4459167
25.69273764,-100.444425
25.69814218,-100.4361835
25.69314453,-100.438612
25.68780005,-100.4406321
25.68680352,-100.4401255
25.69904585,-100.4358039
25.69163367,-100.440661
25.69645307,-100.4304883
25.69645307,-100.4304883
25.69360763,-100.4296266
25.69360763,-100.4296266
25.6891247,-100.4311322
25.6891247,-100.4311322
25.696778,-100.4305555
25.696778,-100.4305555
25.69253931,-100.4303538
25.69253931,-100.4303538
25.70155892,-100.4607956
25.70155892,-100.4607956
25.70963662,-100.4615913
25.70963662,-100.4615913
25.70622601,-100.4606401
25.70622601,-100.4606401
25.70242991,-100.4602181
25.70242991,-100.4602181
25.70617705,-100.4611234
25.70617705,-100.4611234
25.67761777,-100.4956044
25.67761777,-100.4956044
25.70181649,-100.4610309
25.70181649,-100.4610309
25.70872454,-100.4605752
25.70872454,-100.4605752
25.70114057,-100.4618702
25.70114057,-100.4618702
25.70872414,-100.4617687
25.70872414,-100.4617687
25.7041788,-100.4613963
25.7041788,-100.4613963
25.7084645,-100.4619121
25.7084645,-100.4619121
25.70164515,-100.50289
25.70164515,-100.50289
25.70210659,-100.5032805
25.70210659,-100.5032805
25.70594997,-100.5013023
25.70594997,-100.5013023
25.70247435,-100.5019593
25.70247435,-100.5019593
25.70289033,-100.5038637
25.70289033,-100.5038637
25.7026364,-100.5028293
25.7026364,-100.5028293
25.70191058,-100.5040736
25.70191058,-100.5040736
25.66973246,-100.4707661
25.66973246,-100.4707661
25.66816732,-100.4694439
25.66816732,-100.4694439
25.67217854,-100.4731653
25.67217854,-100.4731653
25.66822461,-100.4681684
25.66822461,-100.4681684
25.67417839,-100.4749572
25.67417839,-100.4749572
25.66931906,-100.4690997
25.66931906,-100.4690997
25.67440635,-100.472906
25.67440635,-100.472906
25.67459584,-100.4742819
25.67459584,-100.4742819
25.67560858,-100.4740218
25.67560858,-100.4740218
25.68014927,-100.4248508
25.68014927,-100.4248508
25.68080283,-100.4311644
25.68080283,-100.4311644
25.68013301,-100.4310689
25.68013301,-100.4310689
25.67978372,-100.4264705
25.67978372,-100.4264705
25.68026109,-100.4304901
25.68026109,-100.4304901
25.67928451,-100.4309601
25.67928451,-100.4309601
25.6660714,-100.4333485
25.665518,-100.4194633
25.6717752,-100.4227946
25.6723302,-100.4221428
25.66865002,-100.4321402
25.6688624,-100.4308855
25.6728075,-100.4231062
25.6800935,-100.4218888
25.6889163,-100.4185265
25.6889163,-100.4185265
25.69359246,-100.4210691
25.688337,-100.4213388
25.6876931,-100.4189093
25.6918921,-100.4246897
25.69447406,-100.4582526
25.69528732,-100.458937
25.6959147,-100.4630439
25.6965102,-100.4635997
25.6960847,-100.4626231
25.6800559,-100.4693475
25.68131506,-100.4799658
25.68114194,-100.4815539
25.6822189,-100.4664431
25.68167125,-100.4826217
25.6808837,-100.4678377
25.6809669,-100.4822645
25.6699613,-100.461751
25.66703542,-100.4531288
25.66768552,-100.4528521
25.6705728,-100.4650342
25.668613,-100.4661518
25.67181522,-100.4552426
25.67223403,-100.4551784
25.67227048,-100.457999
25.67084991,-100.4534914
25.67190676,-100.4597502
25.67043775,-100.4547817
25.67147612,-100.4552072
25.66468536,-100.4512168
25.66447335,-100.4553862
25.66354962,-100.4547402
25.6639446,-100.4550581
25.66397363,-100.4549562
25.66289595,-100.4557598
25.67549768,-100.4939457
25.67559735,-100.4948819
25.68340028,-100.4960405
25.68433727,-100.4955919
25.68021831,-100.4920143
25.6859899,-100.4949512
25.68190996,-100.492588
25.69196853,-100.4546271
25.69570739,-100.4538975
25.69103286,-100.4542114
25.69290673,-100.4531845
25.69174556,-100.4533218
25.69560628,-100.4527663
25.69449026,-100.4518096
25.68664862,-100.4271819
25.68668759,-100.4276845
25.68507728,-100.4262707
25.68430297,-100.4213406
25.67201306,-100.4559988
25.67056451,-100.4560746
25.68799913,-100.4376621
25.68734616,-100.4431719
25.68676761,-100.4435091
25.69883313,-100.4498027
25.70166951,-100.4520079
25.69706655,-100.4474296
25.69716153,-100.4495446
25.69588636,-100.4485976
25.70244053,-100.4535025
25.69696188,-100.4499472
25.69704475,-100.4509407
25.69498947,-100.4490385
25.6877153,-100.4539937
25.69256036,-100.4608918
25.68717858,-100.4539864
25.69195597,-100.4613731
25.69001535,-100.4617983
25.6879734,-100.4549762
25.68921872,-100.4579532
25.68066031,-100.485487
25.68300162,-100.488671
25.68022243,-100.485423
25.68241006,-100.4870653
25.67886024,-100.4853963
25.68185667,-100.4876405
25.68396362,-100.4942903
25.678731,-100.4861517
25.68167056,-100.4884057
25.67851765,-100.4866574
25.67794793,-100.486033
25.68368781,-100.4946771
25.70760019,-100.5078913
25.70625075,-100.5052534
25.70585852,-100.5059033
25.70764368,-100.5104173
25.70265392,-100.5075182
25.70499042,-100.5062764
25.70662233,-100.5084292
25.70418299,-100.5060442
25.70195008,-100.5079368
25.68422622,-100.4294671
25.68409005,-100.428482
25.68107656,-100.4288603
25.68068796,-100.425189
25.68288144,-100.4299383
25.68777702,-100.4372325
25.68857554,-100.4350163
25.6866906,-100.4366001
25.69008783,-100.4350091
25.68596861,-100.4320531
25.68990507,-100.4359229
25.70378878,-100.4594191
25.70336964,-100.4592038
25.70218681,-100.4599829
25.70115389,-100.4588312
25.70438281,-100.457436
25.67733021,-100.4807286
25.67665404,-100.4811269
25.67500975,-100.4734813
25.67617052,-100.4798093
25.67561396,-100.4819522
25.67456601,-100.4818459
25.67374847,-100.4741187
25.67463933,-100.4774913
25.6746892,-100.4762677
25.67583578,-100.4757356
25.70030043,-100.5039823
25.6951545,-100.4991496
25.69395592,-100.4989436
25.70101662,-100.5038107
25.69335494,-100.499184
25.69352491,-100.4974664
25.67225095,-100.4591098
25.67322542,-100.4608143
25.6727962,-100.4539672
25.67330726,-100.4617795
25.67029893,-100.454009
25.6591696,-100.4526654
25.65956185,-100.4536407
25.66191653,-100.4615421
25.66164227,-100.4607183
25.66240285,-100.4593287
25.66388218,-100.463283
25.66159961,-100.4588199
25.66556558,-100.4630502
25.681406,-100.4937487
25.67758674,-100.494339
25.68101367,-100.4943227
25.67719906,-100.4967014
25.67735674,-100.4930413
25.67686534,-100.4964229
25.67951435,-100.492283
25.67611982,-100.4946796
25.6908277,-100.4442418
25.68873193,-100.4454613
25.68734921,-100.446113
25.69090914,-100.4444199
25.68725502,-100.4456915
25.68948494,-100.4461954
25.69144662,-100.4452212
25.68767679,-100.4445129
25.68991361,-100.4472356
25.68347559,-100.4198422
25.68312859,-100.4201047
25.68690632,-100.4222702
25.68442629,-100.4212222
25.68290207,-100.418246
25.68792626,-100.4212916
25.68206246,-100.4179508
25.682133,-100.4197267
25.68854361,-100.4591
25.68903661,-100.4579838
25.69052816,-100.4611961
25.68983753,-100.4614407
25.69448355,-100.46628
25.69098956,-100.4611784
25.691906,-100.458425
25.69201788,-100.4614924
25.69288084,-100.4612151
25.67678958,-100.4782706
25.6763246,-100.481187
25.67474901,-100.4813931
25.67654857,-100.4794867
25.67340459,-100.480051
25.67771965,-100.481159
25.67535704,-100.4788343
25.6751538,-100.4793944
25.70590383,-100.5103426
25.70542252,-100.5096776
25.70240818,-100.5085665
25.70435715,-100.5095078
25.70274037,-100.5082063
25.70762949,-100.508816
25.70225253,-100.5105579
25.7076008,-100.5090299
25.70820676,-100.5103304
25.70697223,-100.5094738
25.70666269,-100.5084742
25.70355807,-100.508903
25.69696611,-100.451564
25.69619632,-100.450061
25.69778483,-100.4564935
25.69887291,-100.455869
25.69749516,-100.4501917
25.69828873,-100.4542919
25.69803297,-100.4504174
25.69997842,-100.4543372
25.69922588,-100.4419692
25.68945706,-100.4378111
25.69168171,-100.4381224
25.69759142,-100.4332272
25.69286148,-100.4384944
25.69740468,-100.4340826
25.69077376,-100.4382469
25.69310698,-100.4373455
25.69906679,-100.434401
25.68353534,-100.4457636
